myAUC,avg_diff,power,avg_log2FC,pct.1,pct.2,cluster,gene
0.742,0.6534214310613711,0.484,0.9426878582028093,0.846,0.748,0,Zmiz1
0.742,0.7381658398492832,0.484,1.0649481965041978,0.538,0.084,0,Rps6ka1
0.742,0.46169089811842645,0.484,0.666079169139026,0.962,0.794,0,Dnm1
0.742,0.21349391876702994,0.484,0.3080066178651455,0.769,0.198,0,St18
0.741,0.4077851364432379,0.482,0.5883095940948886,1,0.954,0,Ddx5
0.74,0.4603178636566916,0.48,0.664098299130111,0.962,0.782,0,Scn8a
0.74,0.7913554831781999,0.48,1.1416846311614788,0.769,0.427,0,Fstl4
0.739,0.7709024301258827,0.478,1.1121771129518616,0.769,0.645,0,Pan3
0.738,0.5099231336526369,0.476,0.735663576155219,0.962,0.744,0,Tcf12
0.738,0.558493831125259,0.476,0.8057362805314893,0.538,0.076,0,Lnx2
0.738,0.49231877877817504,0.476,0.7102658606797838,0.5,0.023,0,Svep1
0.737,0.6835682468710083,0.474,0.9861805198699662,0.615,0.237,0,Pde3b
0.736,0.41607349108349023,0.472,0.6002671622315097,0.962,0.828,0,Luc7l2
0.736,0.4129474917277134,0.472,0.5957572984631083,1,0.752,0,Dab1
0.735,0.7347116049811956,0.47,1.059964788989942,0.808,0.546,0,Tiam1
0.735,0.6211722859088213,0.47,0.8961621764183176,0.923,0.603,0,Vsnl1
0.732,0.6273189208958294,0.46399999999999997,0.9050298962322285,0.846,0.656,0,Pacsin1
0.732,0.5913952673196476,0.46399999999999997,0.8532030193672584,0.615,0.26,0,Slc8a2
0.732,0.6233681273320355,0.46399999999999997,0.8993301059501675,0.885,0.729,0,Hivep3
0.732,0.6490105579453729,0.46399999999999997,0.9363243134323689,0.654,0.248,0,Sgpp2
0.731,0.6054998735011896,0.46199999999999997,0.8735516647590611,0.692,0.321,0,Atf7
0.73,0.41205903366482866,0.45999999999999996,0.5944755244217466,1,0.897,0,Son
0.73,0.8652283186069417,0.45999999999999996,1.248260604490931,0.462,0.004,0,Ntf3
0.729,0.6092949444697412,0.45799999999999996,0.8790267948252121,0.462,0.004,0,Gabrd
0.728,0.8130529085862823,0.45599999999999996,1.1729873991977775,0.615,0.275,0,Mmp24
0.727,0.45506667007406376,0.45399999999999996,0.6565224281897057,0.885,0.668,0,Klf7
0.726,0.45939958014155335,0.45199999999999996,0.6627734960566909,0.885,0.691,0,Sorl1
0.725,0.7512939587375066,0.44999999999999996,1.0838880685204382,0.538,0.13,0,Crhr1
0.725,0.41155441640630297,0.44999999999999996,0.5937475156053249,1,0.859,0,Aplp2
0.724,0.6020752126198254,0.44799999999999995,0.8686109234887902,0.769,0.485,0,Syt7
0.724,0.513737893752962,0.44799999999999995,0.7411671116341394,0.692,0.378,0,Jph4
0.723,0.5246047235289959,0.44599999999999995,0.7568446330622078,0.692,0.336,0,Ptch1
0.723,0.6772795558953202,0.44599999999999995,0.9771078565856581,0.654,0.427,0,Mia2
0.722,0.5929526574491009,0.44399999999999995,0.8554498583837501,0.654,0.351,0,Neurl1a
0.721,0.6459334430796803,0.44199999999999995,0.931884975075388,0.654,0.328,0,Sptb
0.721,0.5699244340774422,0.44199999999999995,0.8222271547249749,0.885,0.698,0,Aig1
0.72,0.42582966602885497,0.43999999999999995,0.6143423474432328,0.885,0.66,0,Ap2a2
0.718,0.5717698631244965,0.43599999999999994,0.8248895460594725,0.769,0.607,0,Ski
0.717,0.6300409824173071,0.43399999999999994,0.9089570008902597,0.538,0.168,0,Rnf182
0.715,0.5088265855998231,0.42999999999999994,0.7340815917173282,0.769,0.66,0,Lnpep
0.715,0.511708809526181,0.42999999999999994,0.7382397618826162,0.769,0.515,0,Spred2
0.715,0.3816831481460752,0.42999999999999994,0.5506523850212299,0.923,0.809,0,R3hdm2
0.715,0.5800963059010502,0.42999999999999994,0.8369020637614524,0.769,0.63,0,Inpp5a
0.715,0.5335058435785129,0.42999999999999994,0.7696862348160036,0.808,0.576,0,Galnt17
0.715,0.5768992586679745,0.42999999999999994,0.8322896995728057,0.731,0.447,0,Nyap2
0.714,0.6352127708197014,0.42799999999999994,0.9164183143709206,0.769,0.645,0,A330076H08Rik
0.713,0.5388407253604584,0.42599999999999993,0.7773828423065454,0.731,0.374,0,Rph3a
0.712,0.3879377320251749,0.42399999999999993,0.5596758421664316,1,0.958,0,Atrx
0.712,0.5849782377803926,0.42399999999999993,0.8439452026737375,0.538,0.137,0,St8sia5
0.712,0.4778925162311638,0.42399999999999993,0.6894531632446483,0.962,0.924,0,Arid1b
0.712,0.6188676818191818,0.42399999999999993,0.8928373355269825,0.692,0.374,0,Ptpre
0.71,0.5012254290877789,0.41999999999999993,0.7231154409123814,0.654,0.359,0,Cnot2
0.71,0.5658907354061437,0.41999999999999993,0.8164077576554521,0.731,0.412,0,Mir670hg
